sample_id,duration_sec,speaking_rate_chars_per_min,pitch_mean_hz,pitch_variation_hz,silence_ratio,long_pause_count,volume_mean_rms,volume_variation_rms,delivery_score
ckmk_d_ict_f_n_221083,38.41,298.4,242.8,56.8,0.146,0,0.0568,0.0484,55
ckmk_d_ict_f_n_221091,30.12,312.7,246.3,61.5,0.179,0,0.0518,0.0437,60
ckmk_d_ict_f_n_221092,37.72,270.4,248.7,62.0,0.227,2,0.0519,0.0468,60
ckmk_d_ict_f_n_221293,47.24,271.8,240.9,64.1,0.179,0,0.0558,0.0509,60
ckmk_d_ict_f_n_221294,52.88,316.6,231.8,60.6,0.161,0,0.0592,0.0539,50
ckmk_d_ict_f_n_221295,32.87,288.4,235.5,53.8,0.208,0,0.059,0.0566,55
ckmk_d_ict_f_n_221296,45.03,259.8,239.4,62.3,0.171,1,0.0605,0.0582,60
ckmk_d_ict_f_n_221297,41.98,307.3,231.2,57.0,0.137,0,0.0622,0.0558,50
ckmk_d_ict_f_n_221298,32.48,271.6,248.1,63.2,0.151,0,0.0624,0.0539,60
ckmk_d_ict_f_n_221299,50.16,283.5,234.5,58.3,0.213,1,0.0562,0.056,55
ckmk_d_ict_f_n_221300,38.59,283.0,240.5,59.4,0.172,0,0.0625,0.0592,50
ckmk_d_ict_f_n_221302,44.02,313.5,250.7,68.3,0.165,0,0.0538,0.0536,55
ckmk_d_ict_f_n_223443,88.52,235.9,182.8,76.8,0.162,4,0.0446,0.0349,60
ckmk_d_ict_f_n_223444,85.56,237.0,180.7,70.8,0.183,3,0.0447,0.0375,55
ckmk_d_ict_f_n_223445,81.36,244.1,177.2,61.6,0.137,1,0.042,0.0323,50
ckmk_d_ict_f_n_223446,91.16,257.3,177.8,56.3,0.106,0,0.0503,0.0356,55
ckmk_d_ict_f_n_223447,88.7,233.4,176.8,57.3,0.151,3,0.0466,0.0345,50
ckmk_d_ict_f_n_223448,89.3,249.3,178.9,67.3,0.143,2,0.0452,0.0341,55
ckmk_d_ict_f_n_229153,61.2,305.9,197.3,84.7,0.113,0,0.0492,0.0381,60
ckmk_d_ict_f_n_229154,53.88,289.5,199.1,80.4,0.132,0,0.0437,0.0373,60
ckmk_d_ict_f_n_229155,57.68,273.6,192.9,80.6,0.086,0,0.046,0.0364,60
ckmk_d_ict_f_n_229156,55.37,314.2,192.1,79.6,0.055,0,0.0501,0.0357,60
ckmk_d_ict_f_n_229157,57.4,269.7,191.0,82.3,0.116,0,0.044,0.0378,60
ckmk_d_ict_f_n_229158,58.61,298.9,196.3,79.0,0.094,0,0.0485,0.0368,55
ckmk_d_ict_f_n_229159,53.51,319.6,193.6,82.6,0.082,0,0.0501,0.0363,55
ckmk_d_ict_f_n_229160,60.82,274.3,191.0,82.6,0.105,0,0.0471,0.0353,55
ckmk_d_ict_f_n_229161,56.44,282.8,197.9,87.1,0.122,0,0.0456,0.038,75
ckmk_d_ict_f_n_229162,55.79,269.9,199.1,89.6,0.13,0,0.0463,0.0367,55
ckmk_d_ict_f_n_230493,94.46,219.8,229.5,65.3,0.23,4,0.0237,0.0208,60
ckmk_d_ict_f_n_230494,103.56,275.2,230.7,64.9,0.202,3,0.0247,0.0197,60
ckmk_d_ict_f_n_230496,74.68,287.6,236.4,58.2,0.119,1,0.0267,0.0178,60
ckmk_d_ict_f_n_230497,40.94,262.3,240.7,59.7,0.157,0,0.0259,0.0197,75
ckmk_d_ict_f_n_230498,84.94,285.4,221.1,56.7,0.143,3,0.0265,0.0186,55
ckmk_d_ict_f_n_230502,105.72,277.5,238.6,67.1,0.154,3,0.0272,0.0195,55
ckmk_d_ict_f_n_233633,52.68,247.2,208.3,75.3,0.171,1,0.0478,0.0454,55
ckmk_d_ict_f_n_233634,48.25,258.7,213.6,70.0,0.186,1,0.0457,0.0401,75
ckmk_d_ict_f_n_233635,64.67,290.4,211.3,80.3,0.142,2,0.0529,0.046,60
ckmk_d_ict_f_n_233636,60.08,261.7,222.8,72.4,0.18,3,0.0488,0.042,55
ckmk_d_ict_f_n_233637,42.7,274.0,219.4,69.7,0.151,1,0.0455,0.0375,55
ckmk_d_ict_f_n_233873,39.72,281.0,220.7,76.5,0.125,0,0.0497,0.0392,55
ckmk_d_ict_f_n_233874,57.24,263.1,221.5,73.6,0.175,0,0.0484,0.0417,75
ckmk_d_ict_f_n_235943,105.06,248.4,198.4,79.0,0.12,2,0.0553,0.0417,60
ckmk_d_ict_f_n_236583,66.31,295.9,220.7,62.3,0.104,0,0.0574,0.0474,60
ckmk_d_ict_f_n_236584,58.47,301.7,215.3,58.1,0.091,0,0.0537,0.0441,55
ckmk_d_ict_f_n_236585,94.9,317.4,217.9,60.3,0.084,0,0.0647,0.0553,50
ckmk_d_ict_f_n_236633,47.64,317.4,211.7,57.0,0.101,0,0.0616,0.047,50
ckmk_d_ict_f_n_236634,116.26,320.0,210.5,57.5,0.097,1,0.0614,0.0449,60
ckmk_d_ict_f_n_236635,84.52,327.3,212.5,55.7,0.077,0,0.0632,0.0481,60
ckmk_d_ict_f_n_236636,93.78,293.0,225.5,62.8,0.084,0,0.0614,0.0457,55
ckmk_d_ict_f_n_236637,86.16,314.1,216.5,60.2,0.096,0,0.0623,0.0522,55
ckmk_d_ict_f_n_236638,56.88,302.7,218.6,59.7,0.1,0,0.0657,0.0558,55
ckmk_d_ict_f_n_236639,78.55,288.0,211.6,59.0,0.104,0,0.0579,0.0473,60
ckmk_d_ict_f_n_236640,52.72,303.9,212.1,60.3,0.1,0,0.0533,0.0412,60
ckmk_d_ict_f_n_236641,72.77,297.7,214.7,59.4,0.097,0,0.0635,0.0521,50
ckmk_d_ict_f_n_236642,49.92,305.3,218.0,58.5,0.118,0,0.0685,0.0684,60
ckmk_d_ict_f_n_241653,76.64,259.1,221.4,78.3,0.166,1,0.0544,0.0411,50
ckmk_d_ict_f_n_241654,107.8,243.8,225.0,84.0,0.146,2,0.0546,0.0413,55
ckmk_d_ict_f_n_241655,63.2,228.8,230.9,81.7,0.15,1,0.0541,0.0463,55
ckmk_d_ict_f_n_241657,90.3,267.8,238.7,83.6,0.112,0,0.0547,0.0377,55
ckmk_d_ict_f_n_241659,78.86,247.3,228.3,86.3,0.143,0,0.0665,0.0604,55
ckmk_d_ict_f_n_241660,60.58,242.7,235.1,83.1,0.166,0,0.0479,0.0378,55
ckmk_d_ict_f_n_241661,96.32,261.0,231.2,82.8,0.124,0,0.0573,0.0412,50
ckmk_d_ict_f_n_241662,69.58,263.0,220.1,78.9,0.09,0,0.0536,0.0378,50
ckmk_d_ict_f_n_242073,48.88,244.3,211.5,72.9,0.229,3,0.0446,0.0433,60
ckmk_d_ict_f_n_242074,44.37,232.6,216.8,74.7,0.21,2,0.0443,0.0402,65
ckmk_d_ict_f_n_242075,48.69,251.4,221.7,75.5,0.185,3,0.047,0.0422,60
ckmk_d_ict_f_n_242076,50.85,240.7,225.3,79.2,0.212,3,0.0446,0.0421,70
ckmk_d_ict_f_n_242077,39.2,235.7,209.2,69.8,0.193,1,0.0431,0.0414,55
ckmk_d_ict_f_n_244313,49.97,258.2,209.3,55.2,0.123,0,0.0552,0.0446,60
ckmk_d_ict_f_n_244314,50.6,276.3,222.4,61.5,0.049,0,0.0617,0.043,55
ckmk_d_ict_f_n_244316,37.82,258.6,212.9,53.8,0.055,0,0.0511,0.0366,60
ckmk_d_ict_f_n_244317,47.2,291.1,218.0,59.0,0.044,0,0.0691,0.0534,60
ckmk_d_ict_f_n_244319,52.38,274.9,211.1,54.5,0.092,1,0.0539,0.0404,55
ckmk_d_ict_f_n_244320,46.6,285.8,217.1,58.5,0.092,1,0.0539,0.0418,60
ckmk_d_ict_f_n_244321,52.26,288.2,209.8,51.4,0.069,0,0.0519,0.0351,60
ckmk_d_ict_f_n_244993,37.58,260.2,212.3,66.8,0.088,0,0.0456,0.0355,65
ckmk_d_ict_f_n_244994,41.58,259.7,213.8,67.1,0.09,0,0.0512,0.04,50
ckmk_d_ict_f_n_244995,47.28,247.5,218.4,65.2,0.142,0,0.0499,0.0412,55
ckmk_d_ict_f_n_244996,52.36,259.0,206.9,55.2,0.084,0,0.057,0.0394,60
ckmk_d_ict_f_n_244997,58.28,280.0,209.3,59.9,0.067,0,0.0591,0.0408,60
ckmk_d_ict_f_n_244998,48.19,254.0,209.9,57.4,0.066,0,0.0497,0.0357,60
ckmk_d_ict_f_n_244999,46.2,264.9,215.6,69.4,0.102,0,0.0509,0.0381,60
ckmk_d_ict_f_n_245000,68.24,271.7,221.0,60.7,0.064,0,0.0515,0.0368,55
ckmk_d_ict_f_n_245001,47.14,273.7,217.3,66.0,0.128,0,0.0492,0.0403,55
ckmk_d_ict_f_n_245193,38.82,245.7,221.1,63.1,0.086,0,0.0446,0.0322,60
ckmk_d_ict_f_n_248043,59.61,252.6,197.5,88.9,0.169,0,0.0438,0.0375,60
ckmk_d_ict_f_n_248044,63.93,264.7,191.4,90.2,0.122,1,0.048,0.0388,55
ckmk_d_ict_f_n_248045,52.94,245.9,196.2,86.1,0.186,0,0.0414,0.0352,75
ckmk_d_ict_f_n_248046,60.15,259.4,191.9,93.7,0.164,0,0.0408,0.035,75
ckmk_d_ict_f_n_248047,62.97,247.7,195.3,91.4,0.218,2,0.0425,0.0411,55
ckmk_d_ict_f_n_248048,59.68,253.4,196.9,91.5,0.155,0,0.0456,0.0381,60
ckmk_d_ict_f_n_248049,55.79,250.6,199.2,96.5,0.208,1,0.0401,0.0368,55
ckmk_d_ict_f_n_248050,60.12,240.5,205.0,107.6,0.191,1,0.0373,0.0327,75
ckmk_d_ict_f_n_248051,52.78,246.7,200.9,95.6,0.159,1,0.0469,0.043,75
ckmk_d_ict_f_n_248052,63.18,236.5,196.9,93.8,0.174,0,0.0438,0.0374,70
ckmk_d_ict_f_n_248123,69.24,228.8,239.4,88.3,0.148,0,0.0456,0.0401,55
ckmk_d_ict_f_n_248124,87.5,282.5,234.7,85.7,0.118,0,0.0511,0.0401,50
ckmk_d_ict_f_n_248125,69.98,219.5,239.6,87.5,0.166,1,0.0479,0.0426,55
ckmk_d_ict_f_n_248126,85.34,273.5,255.3,83.8,0.123,0,0.0558,0.0454,60
ckmk_d_ict_f_n_248127,102.5,242.9,250.3,83.2,0.134,2,0.0503,0.0435,50
ckmk_d_ict_f_n_248128,83.88,251.8,260.5,89.8,0.152,0,0.052,0.0451,50
ckmk_d_ict_f_n_248129,105.82,246.6,251.3,84.8,0.197,1,0.0475,0.0458,50
ckmk_d_ict_f_n_248130,76.98,254.1,249.2,86.9,0.131,0,0.0508,0.0434,40
ckmk_d_ict_f_n_248131,60.32,264.6,252.1,86.0,0.124,0,0.0489,0.0417,55
ckmk_d_ict_f_n_248132,94.4,249.2,243.6,84.1,0.154,1,0.0493,0.0413,55
ckmk_d_ict_f_n_250393,120.22,261.5,202.8,89.0,0.103,0,0.046,0.0361,55
ckmk_d_ict_f_n_250394,116.4,250.5,199.5,85.3,0.124,0,0.0498,0.0407,60
ckmk_d_ict_f_n_250395,116.24,270.0,205.1,83.5,0.1,0,0.0486,0.0383,55
ckmk_d_ict_f_n_250396,120.73,274.8,213.2,91.8,0.106,0,0.0495,0.0384,60
ckmk_d_ict_f_n_250397,120.4,274.6,206.0,88.8,0.095,0,0.0542,0.041,55
ckmk_d_ict_f_n_250398,120.24,267.0,206.8,88.9,0.128,0,0.0482,0.0429,55
ckmk_d_ict_f_n_250399,116.2,274.7,208.8,83.1,0.11,0,0.0536,0.0424,60
ckmk_d_ict_f_n_250400,119.1,248.4,196.6,83.5,0.123,0,0.0477,0.0424,55
ckmk_d_ict_f_n_250401,118.84,250.9,213.6,86.1,0.128,0,0.0477,0.0392,55
ckmk_d_ict_f_n_251834,43.76,270.1,206.0,61.7,0.05,0,0.0523,0.0345,55
ckmk_d_ict_f_n_251835,47.41,248.0,217.5,73.5,0.113,1,0.0443,0.0345,60
ckmk_d_ict_f_n_251836,44.38,246.1,215.8,72.4,0.139,2,0.042,0.0326,60
ckmk_d_ict_f_n_251837,59.56,231.7,220.0,70.5,0.142,1,0.0478,0.0374,75
ckmk_d_ict_f_n_251839,36.84,218.2,218.2,73.4,0.187,1,0.0397,0.0341,60
ckmk_d_ict_f_n_251840,42.36,257.8,218.6,70.1,0.14,1,0.0418,0.0324,60
ckmk_d_ict_f_n_251841,46.96,269.6,215.6,69.5,0.128,1,0.0438,0.034,55
ckmk_d_ict_f_n_251842,40.0,207.0,222.6,73.1,0.199,1,0.0354,0.0335,65
ckmk_d_ict_f_n_257353,57.78,236.8,237.9,90.6,0.199,3,0.0456,0.0423,60
ckmk_d_ict_f_n_257354,53.7,214.5,244.7,88.3,0.197,1,0.0479,0.0544,60
ckmk_d_ict_f_n_257355,74.92,213.8,238.4,86.2,0.207,4,0.0444,0.0397,55
ckmk_d_ict_f_n_257356,48.52,222.6,235.2,81.8,0.234,3,0.048,0.0501,60
ckmk_d_ict_f_n_257357,54.41,253.6,237.4,82.9,0.157,0,0.053,0.0504,60
ckmk_d_ict_f_n_257358,55.86,276.0,248.8,84.3,0.149,1,0.0485,0.0461,50
ckmk_d_ict_f_n_257359,78.89,263.2,234.8,79.1,0.168,2,0.0513,0.0453,55
ckmk_d_ict_f_n_257360,44.19,251.2,248.3,83.8,0.12,0,0.0462,0.0388,55
ckmk_d_ict_f_n_257361,94.07,247.5,248.7,82.3,0.138,0,0.049,0.0385,55
ckmk_d_ict_f_n_257362,83.47,296.2,251.1,84.7,0.12,0,0.0491,0.045,55
ckmk_d_ict_f_n_257523,94.81,254.4,242.1,85.7,0.156,1,0.051,0.047,60
ckmk_d_ict_f_n_257524,70.22,233.3,261.8,88.9,0.221,4,0.0469,0.0492,60
ckmk_d_ict_f_n_257525,80.18,285.1,260.5,88.0,0.094,0,0.051,0.0404,50
ckmk_d_ict_f_n_257526,87.1,221.1,247.0,92.9,0.179,1,0.0464,0.0446,60
ckmk_d_ict_f_n_257527,56.94,267.7,252.5,85.6,0.192,4,0.0466,0.0449,60
ckmk_d_ict_f_n_257528,73.34,287.2,261.4,87.9,0.154,3,0.0483,0.045,60
ckmk_d_ict_f_n_257529,64.34,283.5,262.3,83.8,0.095,0,0.0535,0.0455,55
ckmk_d_ict_f_n_257530,75.63,255.5,263.1,85.4,0.165,2,0.0536,0.0485,60
ckmk_d_ict_f_n_257531,64.2,256.1,255.7,82.6,0.159,1,0.0534,0.0514,60
ckmk_d_ict_f_n_257532,46.41,287.0,264.2,86.5,0.102,0,0.0494,0.0415,60
ckmk_d_ict_f_n_257783,113.16,147.4,218.2,60.6,0.441,18,0.033,0.0408,50
ckmk_d_ict_f_n_257784,117.36,153.9,225.6,62.8,0.412,18,0.0374,0.0459,55
ckmk_d_ict_f_n_257785,118.99,159.8,218.4,56.5,0.403,17,0.036,0.0427,55
ckmk_d_ict_f_n_257788,114.36,166.3,228.8,58.4,0.365,15,0.0385,0.0438,60
ckmk_d_ict_f_n_257789,118.73,161.7,216.3,58.1,0.442,20,0.0369,0.0468,50
ckmk_d_ict_f_n_257790,117.22,167.9,223.7,56.3,0.377,16,0.0394,0.0435,55
ckmk_d_ict_f_n_257791,114.21,156.6,223.1,62.0,0.431,17,0.0353,0.0437,50
ckmk_d_ict_f_n_257792,112.02,162.3,224.0,53.2,0.391,18,0.0379,0.0433,50
ckmk_d_ict_f_n_260363,73.04,276.8,225.8,71.3,0.156,0,0.0566,0.048,60
ckmk_d_ict_f_n_260364,79.28,230.1,224.0,79.8,0.233,3,0.0523,0.0522,55
ckmk_d_ict_f_n_260365,70.8,250.0,226.8,74.8,0.201,0,0.0533,0.0478,50
ckmk_d_ict_f_n_260366,71.86,256.3,225.3,74.7,0.199,1,0.0521,0.0476,50
ckmk_d_ict_f_n_260367,51.02,263.4,214.8,73.1,0.231,1,0.0508,0.05,60
ckmk_d_ict_f_n_260368,68.18,257.0,212.5,75.6,0.225,3,0.0456,0.0444,55
ckmk_d_ict_f_n_260369,68.25,242.6,219.4,71.1,0.227,3,0.0451,0.0447,55
ckmk_d_ict_f_n_260370,66.8,255.1,223.2,76.4,0.232,2,0.0473,0.0472,55
ckmk_d_ict_f_n_260371,63.17,233.7,223.0,77.6,0.26,3,0.0424,0.0443,60
ckmk_d_ict_f_n_260372,76.02,247.8,219.8,62.8,0.22,3,0.0597,0.055,55
ckmk_d_ict_f_n_265103,96.13,266.5,236.4,69.3,0.147,1,0.0583,0.0486,60
ckmk_d_ict_f_n_265104,83.64,266.9,238.9,66.0,0.114,0,0.061,0.0464,50
ckmk_d_ict_f_n_265105,84.25,264.9,243.0,67.7,0.15,1,0.0534,0.0422,60
ckmk_d_ict_f_n_265106,86.18,268.0,237.0,68.8,0.14,0,0.0586,0.0467,55
ckmk_d_ict_f_n_265107,85.22,316.1,235.1,55.9,0.103,0,0.0617,0.0456,50
ckmk_d_ict_f_n_265108,83.16,249.6,225.1,60.0,0.149,0,0.0584,0.0462,60
ckmk_d_ict_f_n_265293,37.26,256.0,218.9,69.3,0.119,0,0.0484,0.0394,55
ckmk_d_ict_f_n_265294,40.5,229.6,229.8,70.2,0.093,0,0.0434,0.0373,55
ckmk_d_ict_f_n_265297,46.19,237.7,226.3,70.1,0.155,0,0.0381,0.0362,75
ckmk_d_ict_f_n_265298,44.86,242.1,233.3,73.4,0.095,0,0.0444,0.0374,60
ckmk_d_ict_f_n_265299,47.18,263.2,229.6,66.2,0.105,1,0.0426,0.0378,75
ckmk_d_ict_f_n_265300,42.22,235.9,232.5,67.6,0.172,0,0.0424,0.0373,70
ckmk_d_ict_f_n_265301,40.12,251.2,229.1,65.2,0.052,0,0.0435,0.0357,60
ckmk_d_ict_f_n_265302,39.31,225.9,229.2,73.9,0.151,0,0.0401,0.0371,60
ckmk_d_ict_f_n_265403,63.68,244.0,209.1,70.9,0.125,1,0.0466,0.0392,55
ckmk_d_ict_f_n_265404,53.7,224.6,221.5,71.4,0.08,0,0.0456,0.0365,55
ckmk_d_ict_f_n_265405,46.64,247.0,218.8,68.8,0.165,3,0.0377,0.0335,55
ckmk_d_ict_f_n_265406,49.82,268.6,219.1,69.0,0.083,0,0.046,0.036,60
ckmk_d_ict_f_n_265407,38.16,240.6,229.2,66.1,0.087,0,0.0471,0.0363,60
ckmk_d_ict_f_n_265408,38.78,229.0,223.8,78.9,0.1,0,0.0417,0.0336,60
ckmk_d_ict_f_n_265410,35.44,259.0,217.6,60.9,0.055,0,0.0467,0.0332,60
ckmk_d_ict_f_n_265411,43.96,247.0,231.8,72.5,0.116,1,0.0417,0.0332,60
ckmk_d_ict_f_n_265412,48.87,248.0,218.5,64.8,0.1,0,0.0431,0.0351,55
ckmk_d_ict_f_n_265573,62.25,99.3,198.5,69.8,0.473,13,0.0269,0.0341,50
ckmk_d_ict_f_n_265574,77.18,106.5,198.5,73.3,0.478,14,0.027,0.0363,60
ckmk_d_ict_f_n_265575,68.6,112.8,200.7,65.9,0.407,11,0.0359,0.0431,55
ckmk_d_ict_f_n_265576,56.96,110.6,220.6,88.5,0.45,11,0.0284,0.0367,55
ckmk_d_ict_f_n_265577,55.42,92.0,217.5,103.3,0.51,12,0.0241,0.0342,50
ckmk_d_ict_f_n_265581,76.98,120.0,199.2,60.8,0.384,8,0.0367,0.0426,55
ckmk_d_ict_f_n_265582,46.38,112.5,214.6,77.9,0.423,5,0.0341,0.0428,55
ckmk_d_ict_f_n_269233,55.64,295.5,259.7,71.4,0.048,0,0.056,0.0393,60
ckmk_d_ict_f_n_269234,45.1,275.4,257.7,73.4,0.046,0,0.0518,0.0369,55
ckmk_d_ict_f_n_269235,46.25,285.4,253.9,75.0,0.08,0,0.0546,0.0426,60
ckmk_d_ict_f_n_269236,47.62,298.6,267.3,77.2,0.058,0,0.056,0.0398,55
ckmk_d_ict_f_n_269237,40.06,292.1,255.4,76.1,0.065,0,0.0527,0.0375,60
ckmk_d_ict_f_n_269238,48.77,283.0,252.1,69.6,0.048,0,0.0571,0.0385,55
ckmk_d_ict_f_n_269239,45.82,280.2,259.9,72.3,0.07,0,0.0563,0.0412,60
ckmk_d_ict_f_n_269240,42.76,301.7,249.4,66.5,0.037,0,0.0563,0.0366,60
ckmk_d_ict_f_n_269241,45.9,262.7,251.6,64.7,0.041,0,0.055,0.0347,50
ckmk_d_ict_f_n_269242,49.06,274.0,259.4,63.4,0.065,0,0.0524,0.0387,55
ckmk_d_ict_f_n_270294,119.6,233.8,238.8,65.7,0.293,13,0.0462,0.0443,50
ckmk_d_ict_f_n_270295,116.15,234.0,245.7,66.4,0.332,14,0.0425,0.0441,50
ckmk_d_ict_f_n_270296,116.99,223.1,235.5,59.0,0.352,16,0.0431,0.0473,50
ckmk_d_ict_f_n_270297,119.8,215.9,248.1,65.1,0.35,17,0.0438,0.0462,55
ckmk_d_ict_f_n_270300,118.58,219.6,232.8,57.9,0.322,14,0.0447,0.044,55
ckmk_d_ict_f_n_272103,37.74,256.0,221.3,62.3,0.089,0,0.0481,0.0321,60
ckmk_d_ict_f_n_272104,49.84,275.7,224.5,60.8,0.066,0,0.0515,0.0362,55
ckmk_d_ict_f_n_272105,52.74,246.9,225.0,63.8,0.157,0,0.0567,0.0523,75
ckmk_d_ict_f_n_272106,72.18,237.7,214.5,61.0,0.127,1,0.0552,0.0413,55
ckmk_d_ict_f_n_272107,41.24,282.3,224.4,58.1,0.053,0,0.0468,0.0322,60
ckmk_d_ict_f_n_272213,39.85,252.9,228.3,67.8,0.091,1,0.0451,0.036,60
ckmk_d_ict_f_n_272214,37.34,236.2,227.0,67.6,0.12,0,0.0427,0.0361,70
ckmk_d_ict_f_n_272216,55.14,268.8,225.7,53.2,0.099,1,0.048,0.039,60
ckmk_d_ict_f_n_272217,46.08,227.9,229.6,64.8,0.122,1,0.0428,0.0364,65
